# HIP	RA degrees (ICRS)	Dec degrees	V magnitude
52980	162.5752	-8.8978	5.8
53035	162.7725	-3.0927	5.95
53043	162.7959	56.5823	5.66
53064	162.8488	59.3201	5.57
53154	163.1285	-57.2404	5.26
53229	163.3279	34.2149	3.79
53252	163.3730	-20.1387	5.23
53253	163.3736	-58.8532	3.78
53257	163.3779	69.8539	5.91
53261	163.3935	54.5851	5.12
53272	163.4253	-70.7203	5.99
53273	163.4321	-2.1292	5.45
53295	163.4948	43.1900	4.66
53316	163.5741	-13.7580	5.65
53334	163.6233	-61.8266	5.95
53377	163.7424	34.0348	5.73
53394	163.8218	-60.5170	5.93
53417	163.9033	24.7497	4.3
53423	163.9267	0.7369	5.91
53426	163.9349	33.5069	5.02
53449	164.0061	6.1854	5.91
53502	164.1794	-37.1378	4.6
53530	164.2827	-50.7650	5.9
53699	164.8073	-33.7376	5.7
53721	164.8666	40.4303	5.03
53723	164.8789	-16.3537	5.88
53726	164.8866	36.0931	5.99
53740	164.9436	-18.2988	4.08
53762	164.9974	-43.8071	5.81
53773	165.0386	-42.2259	4.37
53778	165.0487	-14.0834	5.86
53781	165.0613	45.5263	5.47
53807	165.1402	3.6175	4.84
53824	165.1867	6.1014	4.98
53838	165.2101	39.2121	5.06
53907	165.4570	-2.4846	4.73
53910	165.4603	56.3824	2.34
53954	165.5824	20.1798	4.42
54029	165.8120	-11.3035	5.51
54049	165.9025	-0.0008	5.95
54061	165.9320	61.7510	1.81
54137	166.1300	-47.6791	5.67
54173	166.2258	-35.8047	5.43
54182	166.2543	7.3360	4.62
54204	166.3329	-27.2936	4.92
54255	166.4899	-27.2879	5.69
54301	166.6351	-62.4241	4.62
54327	166.7079	-70.8779	5.58
54336	166.7259	1.9555	5.52
54360	166.8195	-42.6387	5.15
54461	167.1417	-61.9472	5.11
54463	167.1475	-58.9750	3.93
54477	167.1833	-28.0807	5.43
54487	167.2045	24.6585	5.7
54522	167.3295	36.3094	5.71
54537	167.4104	43.2077	5.89
54539	167.4159	44.4985	3
54561	167.4725	-32.3675	5.79
54682	167.9145	-22.8258	4.46
54746	168.1377	-49.1010	5.37
54751	168.1501	-60.3176	4.59
54767	168.1884	-64.1698	5.22
54811	168.3112	-44.3722	5.77
54829	168.3783	-59.6193	5.74
54840	168.4141	-53.2318	5.75
54849	168.4398	-0.0695	5.4
54863	168.5076	8.0607	5.79
54872	168.5271	20.5237	2.56
54879	168.5600	15.4296	3.33
54951	168.8010	23.0955	4.56
55016	168.9662	13.3076	5.31
55084	169.1654	-3.6516	4.45
55086	169.1744	49.4763	5.88
55137	169.3225	2.0106	5.18
55203	169.5468	31.5308	3.79
55219	169.6197	33.0943	3.49
55249	169.7290	1.6504	5.9
55266	169.7829	38.1856	4.76
55280	169.8185	-64.5825	5.99
55282	169.8352	-14.7785	3.56
55425	170.2517	-54.4910	3.9
55434	170.2841	6.0293	4.05
55560	170.7066	43.4827	4.99
55581	170.7839	-56.7794	5.82
55588	170.8028	-36.1648	5
55597	170.8392	-64.9547	5.09
55598	170.8412	-18.7800	5.08
55642	170.9811	10.5295	4
55650	171.0097	1.4078	5.39
55657	171.0464	-72.2566	5.55
55687	171.1525	-10.8593	4.81
55705	171.2205	-17.6840	4.06
55716	171.2455	11.4303	5.8
55756	171.3727	-36.0631	5.21
55763	171.3879	-37.7476	5.87
55765	171.4016	16.4565	5.58
55779	171.4298	-63.9725	5.18
55797	171.4880	55.8505	5.73
55831	171.6476	-61.1152	5.22
55849	171.6969	-53.1599	5.8
55874	171.7897	-12.3567	5.93
55945	171.9843	2.8563	4.95
56000	172.1462	-42.6742	5.14
56034	172.2672	39.3370	5.3
56035	172.2690	61.7784	5.83
56078	172.4109	-24.4640	5.77
56080	172.4244	15.4133	5.74
56127	172.5787	-3.0035	4.77
56146	172.6210	18.4098	5.54
56148	172.6297	43.1732	5.94
56211	172.8509	69.3311	3.82
56243	172.9420	-59.4421	5.07
56250	172.9533	-59.5156	5.12
56280	173.0683	-29.2610	4.93
56287	173.0833	-66.9618	5.89
56290	173.0864	61.0825	5.46
56318	173.1981	-7.8275	5.94
56319	173.2003	-40.4362	5.64
56332	173.2255	-31.0872	5.13
56343	173.2505	-31.8576	3.54
56391	173.4050	-40.5866	5.39
56445	173.5915	3.0602	5.76
56452	173.6229	-32.8313	5.96
56473	173.6770	16.7969	5.95
56480	173.6902	-54.2641	4.62
56497	173.7369	-49.1365	5.5
56510	173.7704	54.7854	5.63
56518	173.8053	-47.3726	5.64
56561	173.9454	-63.0198	3.11
56573	173.9816	-47.6416	5.26
56583	174.0117	69.3230	5.19
56601	174.0748	27.7814	5.8
56606	174.0932	-61.0524	5.84
56620	174.1456	-33.5701	5.71
56633	174.1705	-9.8022	4.7
56647	174.2372	-0.8237	4.3
56656	174.2522	-61.2834	5.14
56675	174.3151	-75.8965	5.64
56700	174.3916	-47.7473	5.46
56727	174.4516	-67.6204	5.94
56754	174.5304	-61.8266	5.15
56770	174.5857	43.6254	5.56
56779	174.6150	8.1343	5.24
56802	174.6667	-13.2019	5.48
56862	174.8733	-65.3978	5.01
56922	175.0533	-34.7447	4.7
56970	175.1770	-53.9686	5.95
56975	175.1961	21.3527	5.26
56986	175.2235	-62.0901	4.93
56997	175.2626	34.2016	5.31
57013	175.3325	-43.0957	5.54
57029	175.3927	31.7461	5.73
57047	175.4331	-32.4994	5.2
57111	175.6182	66.7449	5.32
57165	175.8633	-37.1902	5.98
57175	175.8800	-62.4894	5
57283	176.1907	-18.3507	4.71
57328	176.3210	8.2581	4.84
57363	176.4017	-66.7288	3.63
57371	176.4332	-45.6901	5.28
57380	176.4648	6.5294	4.04
57399	176.5126	47.7794	3.69
57439	176.6284	-61.1784	4.11
57443	176.6295	-40.5004	4.89
57477	176.7318	55.6282	5.27
57512	176.8298	-57.6965	5.42
57562	176.9788	8.2459	5.31
57565	176.9964	20.2189	4.5
57581	177.0606	-66.8149	4.75
57606	177.1613	14.2842	5.9
57613	177.1878	-26.7498	5.1
57632	177.2649	14.5721	2.14
57669	177.4211	-63.7885	4.3
57670	177.4238	34.9318	5.73
57696	177.4859	-70.2258	4.98
57741	177.6137	-62.6494	5.68
57757	177.6738	1.7647	3.59
57791	177.7593	-5.3333	5.62
57803	177.7862	-45.1735	4.47
57841	177.9234	-30.8348	5.85
57851	177.9634	-65.2059	4.89
57870	178.0428	-56.9877	5.56
57936	178.2272	-33.9081	4.29
58001	178.4577	53.6948	2.41
58082	178.6772	-25.7139	5.26
58103	178.7500	-63.2792	5.89
58110	178.7631	8.4439	5.58
58158	178.9172	-28.4771	5.93
58159	178.9189	15.6468	5.53
58181	178.9934	56.5986	5.83
58188	179.0040	-17.1508	5.17
58326	179.4167	-62.4487	5.59
58379	179.5634	-56.3173	5.44
58427	179.6986	-64.3396	5.59
58460	179.8231	33.1670	5.95
58484	179.9066	-78.2218	4.88
58510	179.9871	3.6552	5.36
58576	180.1852	-10.4460	5.54
58587	180.2132	-19.6590	5.28
58590	180.2183	6.6143	4.65
58654	180.4145	36.0421	5.59
58684	180.5283	43.0456	5.22
58720	180.6571	-69.1923	5.89
58758	180.7563	-63.3129	4.32
58803	180.9149	-42.4341	5.15
58858	181.0692	21.4592	5.89
58867	181.0801	-63.1657	4.72
58884	181.1620	-68.3289	5.34
58905	181.1936	-76.5191	5.04
58921	181.2384	-60.9683	5.95
58948	181.3022	8.7330	4.12
58952	181.3130	76.9057	5.78
59050	181.5959	-65.7095	5.95
59072	181.7204	-64.6137	4.14
59151	181.9578	-75.3670	5.17
59173	182.0218	-50.6613	4.46
59184	182.0613	-48.6925	5.34
59196	182.0896	-50.7224	2.58
59199	182.1034	-24.7289	4.02
59229	182.2242	-44.3260	5.75
59232	182.2275	-41.2316	5.51
59285	182.4221	1.8979	5.95
59309	182.5142	5.8070	5.72
59316	182.5312	-22.6198	3.02
59384	182.7499	81.7098	6
59394	182.7660	-23.6024	5.45
59449	182.9130	-52.3685	3.97
59468	182.9632	25.8703	5.66
59501	183.0387	20.5421	5.6
59504	183.0498	77.6162	5.14
59517	183.0916	-62.9508	5.91
59607	183.3543	-38.9292	5.77
59608	183.3581	10.2623	5.85
59654	183.5112	-45.7239	5.31
59728	183.7483	-20.8442	5.82
59746	183.7854	70.2000	5.72
59747	183.7863	-58.7489	2.79
59774	183.8565	57.0326	3.32
59803	183.9515	-17.5419	2.58
59819	184.0008	14.8991	5.09
59831	184.0315	40.6602	5.69
59847	184.0856	23.9454	4.93
59856	184.1256	33.0615	4.99
59920	184.3733	53.1913	5.8
59923	184.3774	28.9372	5.71
59929	184.3928	-67.9607	4.06
60000	184.5868	-79.3122	4.24
60009	184.6094	-64.0031	4.06
60030	184.6680	-0.7872	5.9
60044	184.7083	75.1606	5.47
60059	184.7490	-55.1430	5.01
60122	184.9530	48.9841	5.28
60129	184.9765	-0.6668	3.89
60157	185.0449	-22.1757	5.94
60170	185.0820	26.6195	5.52
60172	185.0874	3.3126	4.97
60189	185.1402	-22.2159	5.2
60202	185.1793	17.7929	4.72
60212	185.2120	57.8641	5.54
60221	185.2321	-13.5657	5.14
60260	185.3400	-60.4011	3.59
60308	185.4893	-56.3744	5.91
60320	185.5306	-67.5221	5.15
60329	185.5501	-68.3073	5.73
60351	185.6263	25.8462	4.78
60379	185.7060	-57.6761	5.38
60425	185.8399	-24.8407	5.66
60449	185.8976	-35.4127	5.32
60463	185.9364	-38.9114	5.79
60485	186.0062	51.5623	4.76
60514	186.0772	26.0986	5.17
60584	186.2634	56.7778	5.82
60595	186.2990	-11.6106	5.95
60610	186.3406	-35.1864	5.71
60646	186.4622	39.0186	5.01
60697	186.6003	27.2682	4.92
60710	186.6323	-51.4506	4.82
60718	186.6496	-63.0991	0.77
60735	186.7154	-32.8301	5.56
60742	186.7345	28.2684	4.35
60746	186.7471	26.8257	4.98
60781	186.8702	-58.9918	5.38
60795	186.8963	55.7127	5.68
60823	187.0099	-50.2306	3.91
60855	187.0936	-39.0412	5.45
60904	187.2279	25.9129	5.29
60941	187.3627	24.1089	5.47
60957	187.4302	20.8961	5.68
60965	187.4661	-16.5154	2.94
60969	187.4758	-56.5249	5.78
60978	187.4889	58.4057	5.37
60979	187.4912	-41.7359	6
60998	187.5277	69.2011	5.01
61015	187.5727	-23.6964	5.63
61071	187.7523	24.5672	5.47
61084	187.7915	-57.1132	1.59
61136	187.9180	-59.4239	5.49
61158	187.9838	-63.5058	5.96
61174	188.0176	-16.1960	4.3
61181	188.0416	-73.0011	5.88
61199	188.1167	-72.1330	3.84
61212	188.1500	-13.8591	5.74
61281	188.3706	69.7882	3.85
61296	188.3927	-12.8302	5.58
61309	188.4122	33.2476	5.42
61317	188.4356	41.3575	4.24
61318	188.4448	-9.4521	5.48
61359	188.5968	-23.3968	2.65
61379	188.6766	-44.6730	5.76
61384	188.6834	70.0218	4.95
61394	188.7128	22.6293	4.8
61418	188.7823	18.3771	5.03
61420	188.7840	21.8814	5.86
61468	188.9397	-41.0219	5.12
61498	189.0043	-39.8695	5.78
61558	189.1973	-5.8319	5.88
61571	189.2431	17.0895	5.7
61585	189.2959	-69.1356	2.69
61621	189.4262	-27.1389	5.41
61622	189.4257	-48.5413	3.85
61658	189.5934	1.8547	5.68
61688	189.6859	-18.2501	6
61720	189.7644	-30.4224	5.86
61724	189.7805	21.0626	5.49
61740	189.8115	-7.9956	4.66
61789	189.9689	-39.9873	4.63
61910	190.3165	-13.0139	5.17
61916	190.3458	-46.1456	5.84
61932	190.3793	-48.9599	2.2
61941	190.4152	-1.4494	2.74
61960	190.4711	10.2356	4.88
61966	190.4857	-59.6858	4.91
61968	190.4880	6.8066	5.57
62012	190.6477	-48.8131	4.66
62027	190.7094	-63.0586	5.27
62058	190.7882	-56.1762	5.99
62103	190.9085	-1.5770	5.91
62131	191.0022	-28.3240	5.46
62207	191.2475	39.2789	5.95
62223	191.2826	45.4403	5.42
62267	191.4044	7.6733	5.22
62268	191.4085	-60.9813	4.69
62322	191.5700	-68.1081	3.04
62325	191.5939	9.5397	5.65
62327	191.5946	-56.4888	4.62
62356	191.6615	16.5777	5.12
62360	191.6926	-33.3155	5.87
62402	191.8290	62.7812	5.88
62423	191.8931	66.7903	5.43
62434	191.9303	-59.6888	1.25
62500	192.1094	-27.5974	5.65
62512	192.1644	60.3198	5.83
62541	192.2259	14.1226	5.71
62561	192.2778	83.4178	5.92
62572	192.3069	83.4129	5.38
62576	192.3227	27.5524	5.76
62608	192.4374	-71.9863	5.55
62641	192.5448	37.5169	5.87
62683	192.6715	-33.9993	4.9
62703	192.7412	-52.7874	5.7
62732	192.8249	-60.3298	5.71
62763	192.9247	27.5407	4.93
62786	192.9872	-39.6804	5.99
62861	193.2674	-54.9525	5.91
62867	193.2788	-48.9433	4.33
62886	193.3239	21.2449	4.89
62894	193.3412	-60.3285	5.75
62896	193.3592	-40.1789	4.25
62931	193.4538	-60.3762	5.89
62956	193.5073	55.9598	1.76
62983	193.5777	-11.6486	6
62985	193.5882	-9.5390	4.77
63003	193.6484	-57.1779	4.03
63005	193.6537	-57.1687	5.08
63007	193.6633	-59.1467	4.62
63024	193.7355	47.1967	5.75
63031	193.7450	-85.1234	5.45
63033	193.7438	-44.1520	5.89
63066	193.8310	-42.9157	5.46
63076	193.8690	65.4385	5.23
63090	193.9009	3.3975	3.39
63117	193.9881	-56.8358	5.34
63121	194.0019	38.3149	5.61
63125	194.0069	38.3184	2.89
63143	194.0732	54.0995	5.84
63165	194.1320	-72.1852	5.93
63210	194.2681	-51.1988	5.17
63340	194.6972	75.4725	6
63355	194.7310	17.4094	4.76
63414	194.9147	-3.8119	5.79
63432	194.9795	66.5973	5.37
63462	195.0686	30.7850	4.88
63494	195.1498	-3.3685	5.99
63503	195.1821	56.3663	4.93
63533	195.2901	17.1231	5.97
63608	195.5442	10.9592	2.85
63613	195.5678	-71.5489	3.61
63688	195.7722	-71.4757	5.93
63724	195.8888	-49.5273	4.83
63738	195.9421	-20.5835	5.58
63901	196.4351	35.7989	5.2
63916	196.4678	45.2685	5.64
63945	196.5696	-48.4633	4.71
63948	196.5885	21.1534	6
63950	196.5942	22.6162	5.53
63972	196.6462	-41.5884	5.59
64003	196.7261	-35.8620	5.63
64004	196.7277	-49.9062	4.27
64022	196.7947	27.6247	4.8
64033	196.8512	-59.8605	5.98
64053	196.9095	-53.4598	5.7
64078	196.9742	-10.7404	5.15
64094	197.0298	-65.3060	5.44
64122	197.1353	-8.9844	5.57
64166	197.2636	-23.1181	4.94
64179	197.3018	10.0225	5.79
64224	197.4387	-10.3293	5.95
64226	197.4494	16.8486	5.91
64238	197.4875	-5.5390	4.38
64241	197.4970	17.5294	4.32
64246	197.5134	38.4990	5.91
64332	197.7870	-42.2329	5.78
64348	197.8467	-43.3686	5.24
64390	197.9643	-69.9420	5.92
64394	197.9683	27.8782	4.23
64407	198.0148	-16.1986	5.04
64408	198.0133	-37.8030	4.85
64425	198.0733	-59.9206	4.58
64445	198.1372	11.5561	5.76
64466	198.2033	-66.2267	5.91
64515	198.3473	-50.6998	5.9
64540	198.4289	40.1529	4.94
64577	198.5454	-19.9309	5.31
64580	198.5504	-58.6839	5.91
64583	198.5631	-59.1032	4.9
64587	198.5722	-78.4475	5.84
64607	198.6303	11.3317	5.64
64623	198.6803	-48.9570	5.84
64661	198.8123	-67.8946	4.79
64692	198.8831	40.8552	5.77
64725	198.9949	-19.9431	5.21
64792	199.1938	9.4242	5.19
64803	199.2214	-31.5062	5.1
64820	199.3042	-66.7834	4.86
64822	199.3080	-43.9795	5.82
64823	199.3151	13.6758	5.33
64844	199.3856	40.5726	4.72
64852	199.4012	5.4699	4.78
64906	199.5605	49.6821	5.14
64924	199.6013	-18.3112	4.74
64927	199.6155	34.0983	5.81
64962	199.7304	-23.1715	2.99
65072	200.0790	40.1505	5.6
65109	200.1492	-36.7123	2.75
65112	200.1576	-52.7478	5.47
65129	200.2014	-55.8007	6
65144	200.2404	-46.8800	5.76
65198	200.4235	2.0872	5.69
65241	200.5404	5.1548	5.89
65247	200.5679	-52.1830	5.81
65271	200.6581	-60.9884	4.52
65301	200.7546	-17.7353	5.36
65323	200.8287	-4.9244	5.88
65378	200.9814	54.9254	2.23
65387	201.0020	-64.5357	4.52
65420	201.1385	-5.1640	5.76
65466	201.2778	23.8544	5.75
65468	201.2797	-74.8878	5.04
65474	201.2982	-11.1613	0.98
65477	201.3064	54.9880	3.99
65479	201.3080	-64.4851	5.32
65522	201.4596	-70.6272	5.65
65535	201.5324	-39.7551	5.11
65536	201.5336	72.3915	5.82
65545	201.5476	-1.1925	5.97
65550	201.5692	46.0281	5.88
65581	201.6799	-12.7077	5.27
65593	201.7338	-41.4976	5.69
65595	201.7367	78.6439	5.74
65639	201.8632	-15.9736	4.76
65721	202.1075	13.7788	4.97
65728	202.1129	59.9458	5.4
65790	202.3042	10.8183	5.65
65810	202.3552	-51.1651	5.04
65936	202.7611	-39.4073	3.9
66006	202.9912	-6.2558	4.68
66065	203.1496	-28.6928	5.69
66091	203.2152	-15.3630	5.52
66098	203.2420	-10.1650	5.21
66198	203.5304	55.3484	5.6
66200	203.5330	3.6590	4.92
66234	203.6136	49.0160	4.68
66247	203.6685	-13.2143	5.92
66249	203.6733	-0.5958	3.38
66257	203.6992	37.1824	4.91
66320	203.8804	-5.3962	5.7
66400	204.2019	-26.4952	5.73
66417	204.2462	24.6133	5.72
66427	204.2750	-44.1432	5.96
66435	204.2958	71.2423	5.5
66438	204.3016	-61.6919	5.63
66454	204.3478	-46.4279	5.91
66458	204.3651	36.2949	4.82
66563	204.6753	-29.5609	5.81
66575	204.7040	-57.6227	6
66634	204.8769	52.9212	5.46
66640	204.8942	10.7463	5.57
66656	204.9523	-40.0517	5.61
66657	204.9719	-53.4664	2.29
66666	204.9992	-49.9500	5.74
66681	205.0446	-64.5766	5.79
66727	205.1686	19.9557	5.73
66738	205.1845	54.6816	4.63
66753	205.2312	-85.7860	5.56
66763	205.2598	22.4958	5.63
66798	205.3746	64.8224	5.85
66803	205.4032	-8.7030	5.03
66821	205.4365	-54.5594	4.99
66849	205.5045	-58.7871	5.38
66878	205.5962	82.7524	5.92
66903	205.6633	78.0644	5.91
66907	205.6810	34.9890	5.98
66924	205.7293	-41.4010	5.96
66925	205.7338	-56.7680	6
66936	205.7655	3.5379	5.35
66984	205.9170	-42.0675	5.96
67057	206.1243	-16.1791	5.55
67143	206.4037	-26.1160	5.81
67153	206.4219	-33.0437	4.23
67172	206.4847	-12.4265	5.5
67194	206.5564	41.0887	5.88
67210	206.5794	38.5036	5.92
67231	206.6486	54.4327	5.68
67234	206.6641	-51.4328	4.64
67239	206.6805	25.7022	5.97
67244	206.7348	-36.2519	5.15
67250	206.7491	38.5427	5.51
67275	206.8156	17.4569	4.5
67288	206.8558	-17.8598	5.41
67292	206.8652	-50.2493	5.92
67301	206.8852	49.3133	1.85
67304	206.9106	-50.3207	5.46
67384	207.1614	31.1902	5.61
67457	207.3613	-34.4508	4.19
67459	207.3693	15.7979	4.05
67464	207.3762	-41.6877	3.41
67472	207.4041	-42.4737	3.47
67480	207.4285	21.2641	4.92
67485	207.4396	61.4893	5.97
67494	207.4678	-18.1342	4.96
67545	207.6028	5.4972	6
67605	207.7884	34.6644	5.89
67627	207.8581	64.7233	4.58
67663	207.9467	-46.8987	5.77
67664	207.9476	-69.4013	5.73
67665	207.9478	34.4442	4.76
67669	207.9567	-32.9941	4.32
67703	208.0203	-52.8115	5.26
67782	208.2928	28.6481	5.91
67786	208.3022	-31.9276	4.75
67787	208.3039	17.9329	5.71
67819	208.3865	-35.6642	5.53
67836	208.4296	-53.3733	5.87
67848	208.4626	53.7287	5.7
67861	208.4885	-47.1282	5.83
67927	208.6712	18.3977	2.68
67929	208.6756	-1.5031	5.16
67942	208.7046	-67.6521	5.74
67973	208.8006	-52.1608	5.66
68002	208.8849	-47.2884	2.55
68009	208.9120	-82.6662	5.95
68079	209.0824	-46.5929	5.82
68092	209.1162	1.0506	5.9
68101	209.1373	-54.7047	6
68103	209.1424	27.4921	5.02
68191	209.4120	-63.6867	4.71
68245	209.5678	-42.1008	3.83
68269	209.6298	-24.9722	5.2
68276	209.6622	21.6962	5.76
68282	209.6698	-44.8036	3.87
68333	209.8228	-50.3696	5.92
68390	210.0005	-25.0104	5.77
68455	210.2185	-66.2689	5.96
68498	210.3351	8.8949	5.98
68520	210.4116	1.5445	4.23
68523	210.4312	-45.6034	4.34
68581	210.5949	-27.4298	5.47
68670	210.8604	-56.2134	5.93
68702	210.9559	-60.3730	0.61
68756	211.0973	64.3759	3.67
68815	211.3328	-76.7968	5.69
68862	211.5115	-41.1796	4.36
68895	211.5929	-26.6824	3.25
68933	211.6706	-36.3700	2.06
68940	211.6784	-9.3135	5.46
69038	211.9823	43.8545	5.13
69068	212.0721	49.4582	5.26
69112	212.2122	77.5475	4.8
69174	212.3960	-51.5047	5.96
69191	212.4784	-53.4389	4.74
69226	212.5997	25.0917	4.82
69269	212.7104	-16.3020	4.93
69373	213.0167	69.4325	5.18
69389	213.0659	2.4094	4.99
69415	213.1918	-27.2612	5.07
69427	213.2239	-10.2737	4.18
69462	213.3184	-53.6657	5.53
69483	213.3709	51.7900	4.53
69493	213.4200	-0.8455	5.89
69536	213.5216	12.9594	5.53
69598	213.6778	-41.8375	5.61
69612	213.7119	10.1006	5.29
69618	213.7381	-57.0861	5.03
69658	213.8504	-18.2007	5.53
69673	213.9153	19.1824	-0.05
69701	214.0036	-6.0005	4.07
69713	214.0414	51.3672	4.75
69732	214.0959	46.0883	4.18
69763	214.1613	-66.5879	5.72
69829	214.3685	15.2634	5.84
69879	214.4992	35.5095	4.8
69896	214.5579	-81.0078	4.89
69929	214.6594	-18.7160	5.86
69965	214.7537	-25.8154	5.87
69974	214.7775	-13.3711	4.52
69989	214.8178	13.0043	5.41
69995	214.8495	-37.0029	5.93
69996	214.8509	-46.0581	3.55
70012	214.8853	-2.2655	5.14
70027	214.9385	16.3069	4.84
70035	214.9646	-61.2730	5.22
70054	215.0404	-43.0588	5.55
70069	215.0814	-56.3865	4.3
70090	215.1393	-37.8853	4.05
70104	215.1774	-45.1871	4.78
70243	215.5822	-34.7868	5.57
70248	215.5965	-80.1089	5.06
70264	215.6545	-58.4591	4.76
70300	215.7593	-39.5118	4.41
70306	215.7741	-27.7540	4.78
70327	215.8446	8.4466	4.86
70363	215.9524	-53.1762	5.99
70384	216.0037	8.2440	5.94
70400	216.0473	5.8201	5.1
70469	216.2026	-24.8063	5.34
70492	216.2764	-68.1953	5.56
70497	216.2992	51.8507	4.04
70574	216.5343	-45.2214	4.56
70576	216.5451	-45.3793	4.33
70602	216.6140	19.2269	5.4
70638	216.7301	-83.6679	4.31
70657	216.7795	-65.8216	5.87
70663	216.8007	-46.1343	5.83
70692	216.8814	75.6960	4.25
70753	217.0434	-29.4916	4.97
70755	217.0506	-2.2280	4.81
70791	217.1576	49.8449	5.58
70794	217.1738	-6.9005	5.42
70894	217.4605	0.8289	5.96
70915	217.5360	-45.3214	5.51
70931	217.5873	-49.5190	5.38
70987	217.7952	-38.8697	5.99
71002	217.8185	-67.7172	5.84
71053	217.9575	30.3714	3.57
71075	218.0195	38.3083	3.04
71094	218.0843	26.6773	6
71111	218.1289	55.3980	5.74
71115	218.1356	22.2601	5.91
71121	218.1544	-50.4572	4.44
71182	218.3749	-52.6795	5.86
71184	218.3849	-54.9986	5.86
71280	218.6651	49.3684	5.74
71284	218.6701	29.7451	4.47
71352	218.8768	-42.1578	2.33
71353	218.8812	-41.5174	5.88
71419	219.0793	-46.2455	5.55
71453	219.1839	-40.2116	5.74
71500	219.3340	-46.1334	5.39
71536	219.4718	-49.4258	4.05
71568	219.5525	43.6421	5.74
71571	219.5583	18.2984	5.9
71573	219.5634	54.0233	5.83
71618	219.7093	44.4045	5.39
71681	219.8962	-60.8372	1.35
71683	219.9021	-60.8340	-0.01
71759	220.1766	13.5343	5.93
71762	220.1815	16.4183	4.49
71783	220.2558	-36.1349	5.67
71795	220.2873	13.7283	3.78
71832	220.4115	8.1618	4.86
71837	220.4313	11.6607	5.55
71860	220.4823	-47.3882	2.3
71865	220.4900	-37.7935	4.01
71908	220.6267	-64.9751	3.18
71957	220.7651	-5.6582	3.87
71974	220.8065	-24.9978	5.7
71995	220.8557	26.5279	4.8
72010	220.9143	-35.1737	4.06
72012	220.9351	40.4593	5.72
72104	221.2467	-35.1918	4.92
72105	221.2467	27.0742	2.35
72125	221.3103	16.9643	4.6
72131	221.3222	-62.8756	5.36
72154	221.3759	0.7173	5.68
72197	221.5003	-25.4432	5.15
72208	221.5248	15.1318	5.78
72210	221.5282	-23.1530	5.8
72220	221.5622	1.8929	3.73
72250	221.6208	-47.4411	5.74
72290	221.7554	-52.3835	5.22
72296	221.7712	-38.2906	5.9
72323	221.8440	-25.6243	5.61
72357	221.9367	-26.0875	5.23
72370	221.9655	-79.0448	3.83
72378	221.9898	-26.6462	5.76
72432	222.1585	-36.6347	5.89
72438	222.1856	-66.5936	5.91
72487	222.3278	46.1162	5.76
72488	222.3281	-24.2515	5.68
72489	222.3294	-14.1490	5.32
72524	222.4221	48.7208	5.68
72552	222.4933	28.6158	5.8
72567	222.5659	23.9118	5.86
72571	222.5721	-27.9604	4.42
72573	222.5851	82.5119	5.63
72582	222.6235	37.2720	5.47
72603	222.6716	-15.9972	5.15
72607	222.6764	74.1555	2.07
72622	222.7196	-16.0418	2.75
72631	222.7545	-2.2992	4.93
72659	222.8474	19.1005	4.54
72664	222.8602	59.2940	5.48
72683	222.9096	-43.5754	4.32
72773	223.1469	-63.8098	5.91
72800	223.2128	-37.8032	5.02
72833	223.3066	-73.1901	5.59
72848	223.3490	19.1528	6
72929	223.5839	-24.6422	5.27
72934	223.5953	-11.8983	5.78
72959	223.6580	-33.3006	5.85
73036	223.8940	-60.1142	5.18
73049	223.9363	-33.8558	5.32
73087	224.0551	14.4463	5.9
73095	224.0719	-52.8095	5.38
73100	224.0960	49.6284	5.63
73111	224.1336	-47.8792	5.62
73129	224.1833	-62.7810	5.08
73133	224.1921	-11.4097	5.48
73165	224.2958	-4.3465	4.47
73166	224.2987	16.3881	5.72
73184	224.3667	-21.4155	5.72
73193	224.3885	-0.1676	5.51
73199	224.3959	65.9325	4.63
73223	224.4708	-76.6627	5.37
73273	224.6330	-43.1340	2.68
73284	224.6636	-27.6573	5.65
73310	224.7233	-11.1440	5.88
73334	224.7904	-42.1042	3.13
73350	224.8463	4.5678	5.91
73369	224.9039	39.2653	5.64
73415	225.0471	-77.1606	5.92
73473	225.2431	-8.5189	4.91
73493	225.3046	-38.0584	5.88
73497	225.3326	-2.7549	5.52
73507	225.3629	60.2045	5.91
73536	225.4538	-0.1403	5.71
73540	225.4617	-83.2276	5.65
73555	225.4865	40.3906	3.49
73566	225.5268	-28.0606	5.83
73568	225.5271	25.0081	4.8
73620	225.7252	2.0913	4.39
73624	225.7470	-32.6433	5.45
73634	225.7752	35.2058	5.52
73695	225.9471	47.6541	4.83
73714	226.0176	-25.2820	3.25
73745	226.1114	26.9476	4.52
73771	226.1955	-83.0383	5.65
73776	226.2008	-64.0314	5.16
73807	226.2795	-47.0512	3.91
73826	226.3299	-41.0672	5.13
73841	226.3576	48.1510	5.59
73909	226.5697	54.5563	5.24
73937	226.6383	-30.9185	5.97
73945	226.6567	-16.2568	5.19
73996	226.8253	24.8692	4.93
74006	226.8581	-49.0886	5.77
74066	227.0505	-40.5839	5.75
74087	227.0991	26.3012	5.67
74096	227.1482	25.1086	5.82
74100	227.1633	-42.8679	5.85
74117	227.2109	-45.2799	4.07
74184	227.3746	-67.0841	5.76
74224	227.5305	-38.7925	5.98
74239	227.5776	-26.3326	5.75
74296	227.7867	-84.7878	5.88
