# HIP	RA degrees (ICRS)	Dec degrees	V magnitude
20171	64.8587	21.1423	5.5
20186	64.9029	21.7735	5.34
20205	64.9483	15.6276	3.65
20219	64.9904	14.0352	5.58
20234	65.0480	50.9209	5.55
20241	65.0601	41.8081	5.95
20250	65.0884	27.3508	4.97
20252	65.1027	34.5667	4.93
20261	65.1513	15.0955	5.26
20264	65.1626	-20.6396	5.38
20266	65.1680	65.1404	5.26
20268	65.1719	6.1308	5.76
20271	65.1785	-7.5925	5.85
20297	65.2419	-81.5799	5.78
20341	65.3627	-0.0982	5.86
20354	65.3882	46.4989	4.8
20376	65.4485	60.7356	5.4
20380	65.4659	56.5063	5.91
20384	65.4722	-63.3864	5.24
20400	65.5147	14.0772	5.72
20417	65.5947	20.8214	5.91
20430	65.6456	25.6293	5.38
20455	65.7337	17.5425	3.77
20465	65.7736	-24.8922	5.81
20484	65.8544	16.7773	5.64
20493	65.8849	20.9820	6
20507	65.9202	-3.7455	5.17
20522	65.9659	9.4610	5.1
20535	66.0092	-34.0168	3.97
20542	66.0240	17.4441	4.8
20579	66.1215	34.1308	5.73
20591	66.1561	33.9597	5.77
20614	66.2380	19.0420	5.97
20619	66.2722	-61.2382	5.94
20635	66.3424	22.2939	4.21
20641	66.3542	22.2000	5.27
20648	66.3724	17.9279	4.3
20704	66.5263	31.4389	5.29
20711	66.5769	22.8136	4.28
20713	66.5864	15.6183	4.48
20732	66.6516	14.7138	4.69
20776	66.7623	80.8242	5.42
20789	66.8227	22.9963	5.53
20804	66.8699	11.2123	5.87
20825	66.9418	-62.5212	5.74
20842	67.0033	21.6199	5.72
20860	67.0553	83.8078	5.51
20873	67.0975	14.7410	5.9
20877	67.1099	16.3597	4.96
20884	67.1338	1.3808	5.53
20885	67.1437	15.9622	3.84
20889	67.1542	19.1804	3.53
20892	67.1627	-19.4589	5.95
20894	67.1656	15.8709	3.4
20901	67.2090	13.0476	5.02
20922	67.2789	-13.0484	5.61
20982	67.5015	83.3404	5.47
20995	67.5358	15.6378	5.58
21029	67.6401	16.1940	4.78
21036	67.6557	13.7244	5.4
21039	67.6620	15.6919	5.47
21042	67.6680	-35.6535	5.95
21060	67.7087	-44.9537	5.07
21139	67.9694	-0.0440	4.91
21148	68.0077	53.9108	5.78
21192	68.1565	-3.2095	5.76
21247	68.3778	72.5286	5.94
21248	68.3773	-29.7665	4.49
21253	68.3915	-62.8237	5.79
21273	68.4622	14.8444	4.65
21278	68.4780	-6.7389	5.71
21281	68.4991	-55.0450	3.3
21295	68.5344	5.5686	5.67
21296	68.5485	-8.2314	5.2
21297	68.5490	-8.9703	5.24
21323	68.6583	28.9612	5.88
21393	68.8877	-30.5623	3.81
21402	68.9136	10.1608	4.25
21421	68.9802	16.5093	0.87
21444	69.0798	-3.3525	3.93
21452	69.1008	64.2616	5.91
21476	69.1726	41.2648	4.25
21479	69.1900	-62.0772	5.59
21515	69.3070	0.9983	5.32
21547	69.4005	-2.4735	5.22
21588	69.5394	16.0333	5.78
21589	69.5394	12.5108	4.27
21594	69.5451	-14.3040	3.86
21604	69.5660	20.6847	5.85
21644	69.7231	-12.1231	4.99
21670	69.7757	7.8710	5.38
21673	69.7884	15.7998	5.08
21683	69.8188	15.9180	4.67
21685	69.8321	-14.3592	5.46
21727	69.9778	53.0795	5.07
21730	69.9920	53.4730	5.36
21735	70.0142	12.1976	5.45
21743	70.0283	-24.4824	5.56
21763	70.1105	-19.6715	4.32
21770	70.1405	-41.8638	4.44
21819	70.3323	28.6150	5.73
21823	70.3505	48.3009	5.66
21847	70.4594	38.2802	5.97
21861	70.5145	-37.1443	5.04
21881	70.5613	22.9569	4.27
21914	70.6934	-50.4813	5.3
21928	70.7264	43.3651	5.3
21949	70.7665	-70.9310	5.53
21958	70.7887	-30.7656	5.66
21972	70.8400	49.9738	5.86
21986	70.8948	-8.7943	5.98
22024	71.0222	-8.5036	5.78
22028	71.0333	-18.6666	5.53
22040	71.0881	-59.7327	5.28
22044	71.1076	11.1461	5.39
22086	71.2673	-21.2834	5.72
22109	71.3756	-3.2547	4.01
22157	71.5073	11.7056	5.35
22176	71.5701	18.7347	5.99
22220	71.6853	40.3126	5.99
22263	71.9012	-16.9345	5.49
22287	72.0011	56.7572	5.29
22325	72.1356	-16.3295	5.76
22336	72.1516	-5.6740	5.77
22361	72.2098	75.9412	5.96
22393	72.3035	31.4374	5.57
22407	72.3295	32.5882	5.84
22449	72.4600	6.9613	3.19
22453	72.4777	37.4883	4.89
22479	72.5484	-16.2172	5.03
22509	72.6530	8.9002	4.35
22531	72.7305	-53.4615	5.58
22545	72.7889	48.7407	5.64
22549	72.8015	5.6051	3.68
22565	72.8436	18.8399	5.08
22573	72.8676	-34.9063	5.82
22626	73.0217	63.5054	5.47
22667	73.1332	14.2506	4.71
22678	73.1583	36.7032	4.79
22697	73.1963	27.8975	5.97
22699	73.1990	42.5866	5.68
22701	73.2236	-5.4527	4.36
22730	73.3449	2.5082	5.33
22783	73.5125	66.3427	4.26
22797	73.5629	2.4407	3.71
22833	73.6954	11.4260	5.18
22834	73.6991	7.7791	5.33
22840	73.7113	0.4672	5.98
22845	73.7239	10.1508	4.64
22854	73.7630	55.2591	5.52
22860	73.7784	-16.7407	5.71
22871	73.7967	-74.9369	5.47
22881	73.8277	-16.4178	5.71
22913	73.9590	15.0403	5.79
22936	74.0295	52.8698	5.75
22957	74.0928	13.5145	4.06
22958	74.1008	-5.1714	5.5
23015	74.2484	33.1661	2.69
23040	74.3217	53.7521	4.43
23043	74.3431	17.1537	5.51
23068	74.4527	23.9486	5.79
23088	74.5391	25.0504	5.79
23123	74.6371	1.7140	4.47
23148	74.7124	-82.4705	5.84
23166	74.7557	-16.3760	5.65
23179	74.8142	37.8902	4.93
23221	74.9602	-10.2633	5.39
23231	74.9822	-12.5374	4.78
23261	75.0764	39.3947	5.95
23265	75.0863	81.1941	5.09
23362	75.3566	-20.0519	4.91
23364	75.3598	-7.1740	4.8
23408	75.4598	0.7221	5.91
23416	75.4922	43.8233	3.03
23430	75.5409	-26.2750	5.01
23446	75.5950	-31.7713	5.92
23453	75.6195	41.0758	3.69
23467	75.6792	-71.3143	5.3
23474	75.6874	-22.7951	5.74
23475	75.6891	-4.2101	5.86
23482	75.7029	-49.1514	5.37
23497	75.7739	21.5900	4.62
23522	75.8545	60.4422	4.03
23554	75.9720	-24.3882	5.61
23595	76.1017	-35.4830	4.55
23607	76.1423	15.4041	4.65
23649	76.2417	-49.5778	5.05
23668	76.3175	-26.1524	5.71
23685	76.3653	-22.3710	3.19
23693	76.3777	-57.4727	4.71
23734	76.5352	58.9724	5.22
23766	76.6238	61.1698	6
23767	76.6287	41.2345	3.18
23783	76.6693	51.5977	4.98
23794	76.6902	-4.6552	5.12
23831	76.8540	-12.4913	5.97
23835	76.8625	18.6451	4.91
23840	76.8918	-63.3997	5.19
23871	76.9517	20.4184	5.28
23875	76.9624	-5.0864	2.78
23879	76.9704	8.4984	5.33
23883	76.9810	21.7048	5.84
23900	77.0276	24.2652	5.5
23916	77.0841	-8.6653	5.8
23941	77.1821	-4.4562	5.11
23972	77.2866	-8.7541	4.25
23983	77.3318	9.8296	5.43
24010	77.4248	15.5972	4.81
24019	77.4379	28.0305	5.93
24109	77.6788	46.9621	5.67
24162	77.8299	-2.4908	5.89
24169	77.8453	-11.8491	5.6
24197	77.9232	16.0457	5.18
24203	77.9390	1.0370	5.88
24244	78.0746	-11.8692	4.45
24254	78.0936	73.9467	5.44
24294	78.2005	-6.0572	5.9
24305	78.2329	-16.2055	3.29
24327	78.3078	-12.9413	4.36
24331	78.3228	2.8613	4.46
24340	78.3572	38.4845	4.82
24372	78.4394	-67.1853	4.81
24426	78.6202	-35.9770	5.75
24436	78.6345	-8.2016	0.18
24450	78.6835	5.1562	5.5
24504	78.8516	32.6876	5.01
24505	78.8516	-26.9435	5.06
24555	79.0172	11.3414	5.52
24575	79.0756	34.3123	5.99
24608	79.1723	45.9980	0.08
24659	79.3712	-34.8952	4.81
24674	79.4016	-6.8444	3.59
24679	79.4177	-13.5198	5.48
24727	79.5440	33.3716	4.54
24732	79.5552	73.2681	5.81
24738	79.5654	42.7921	5.55
24786	79.7103	-18.1301	5.96
24799	79.7501	33.7484	5.38
24813	79.7853	40.0991	4.69
24817	79.7967	2.5958	5.34
24822	79.8192	22.0965	4.96
24829	79.8422	-50.6060	5.44
24831	79.8487	-27.3689	5.98
24845	79.8939	-13.1768	4.29
24873	79.9959	-12.3156	5.29
24879	80.0038	33.9581	5.05
24902	80.0611	41.0862	5.46
24914	80.0942	62.6537	5.64
24927	80.1122	-21.2398	4.7
25001	80.3029	29.5699	5.66
25028	80.3827	-0.4165	5.68
25041	80.4315	8.4286	5.78
25044	80.4406	-0.3825	4.72
25045	80.4427	-24.7730	5.06
25048	80.4517	41.8046	5.22
25110	80.6397	79.2311	5.08
25142	80.7083	3.5445	4.99
25143	80.7096	41.0293	5.54
25187	80.8271	-8.4156	5.99
25194	80.8501	-39.6784	5.73
25197	80.8660	57.5444	5.24
25202	80.8757	-13.9274	5.25
25223	80.9263	-0.1598	5.69
25247	80.9868	-7.8081	4.13
25278	81.1061	17.3835	5
25280	81.1187	-16.9758	5.64
25281	81.1192	-2.3971	3.35
25282	81.1205	-0.8913	5.07
25291	81.1605	31.1431	5.94
25292	81.1631	37.3853	5.02
25302	81.1868	1.8464	4.89
25329	81.2573	-10.3289	5.6
25336	81.2828	6.3497	1.64
25397	81.4993	-19.6954	5.78
25428	81.5730	28.6075	1.65
25429	81.5803	-58.9125	5.14
25471	81.7033	34.3918	5.92
25473	81.7093	3.0957	4.59
25488	81.7722	-40.9435	5.86
25492	81.7845	30.2086	5.69
25499	81.7921	17.9622	5.4
25539	81.9087	21.9370	4.88
25541	81.9120	34.4759	5.08
25555	81.9400	15.8741	5.52
25583	82.0067	17.2391	5.77
25606	82.0613	-20.7594	2.81
25608	82.0639	-37.2308	5.56
25695	82.3188	25.1502	5.47
25708	82.3487	-3.4464	5.8
25737	82.4333	-1.0922	4.71
25751	82.4782	1.7893	5.77
25768	82.5395	-47.0777	5.46
25769	82.5425	63.0672	5.43
25790	82.6090	15.3604	5.93
25813	82.6960	5.9481	4.2
25816	82.7027	41.4620	5.99
25853	82.7818	-20.8637	5.53
25859	82.8031	-35.4705	3.86
25861	82.8106	3.2921	5.46
25887	82.9000	-45.9253	5.86
25918	82.9709	-76.3410	5.18
25923	82.9827	-7.3015	4.62
25930	83.0017	-0.2991	2.25
25945	83.0531	18.5942	4.32
25950	83.0589	17.0581	5.5
25980	83.1723	-1.5918	5.34
25984	83.1820	32.1920	4.71
25985	83.1826	-17.8223	2.58
25993	83.2142	-38.5134	5.45
26001	83.2482	-64.2275	5.34
26019	83.2808	-35.1394	5.75
26063	83.3810	-1.1561	5.36
26064	83.3818	18.5402	5.67
26069	83.4063	-62.4898	3.76
26093	83.4762	14.3056	5.6
26108	83.5169	-1.4703	5.92
26126	83.5699	3.7669	5.32
26169	83.6866	-73.7413	5.79
26176	83.7052	9.4896	4.39
26197	83.7542	-6.0093	5.67
26199	83.7612	-6.0020	4.78
26207	83.7845	9.9342	3.39
26215	83.8052	10.2401	5.6
26219	83.8145	-33.0797	5.76
26220	83.8159	-5.3873	4.98
26221	83.8186	-5.3897	5.13
26235	83.8454	-5.4161	4.98
26237	83.8465	-4.8384	4.58
26241	83.8583	-5.9099	2.75
26248	83.8630	24.0396	5.37
26268	83.9145	-4.8561	5.24
26311	84.0534	-1.2019	1.69
26344	84.1467	54.4287	5.74
26345	84.1487	-6.0648	5.71
26366	84.2266	9.2907	4.09
26382	84.2656	17.0403	5.53
26386	84.2683	11.0350	5.97
26394	84.2912	-80.4691	5.65
26396	84.2869	26.9245	5.83
26451	84.4112	21.1425	2.97
26460	84.4359	-28.6897	5.28
26487	84.5047	7.5414	5.87
26535	84.6582	-6.5740	5.96
26536	84.6587	30.4924	5.4
26545	84.6814	-40.7073	5.81
26549	84.6865	-2.6001	3.77
26563	84.7212	-7.2128	4.77
26594	84.7964	4.1215	4.5
26606	84.8263	29.2152	5.98
26624	84.8798	-3.5647	5.99
26634	84.9122	-34.0741	2.65
26640	84.9342	25.8971	5.18
26649	84.9577	-32.6292	5.44
26727	85.1897	-1.9426	1.74
26736	85.2113	-1.1288	4.95
26762	85.2733	0.3378	5.93
26777	85.3238	16.5341	4.84
26865	85.5582	-22.3737	5.88
26868	85.5633	-34.6678	5.29
26882	85.6102	65.6976	5.62
26885	85.6193	1.4746	4.9
26926	85.7246	-6.7962	5.97
26966	85.8403	-18.5575	5.73
27072	86.1158	-22.4484	3.59
27100	86.1932	-65.7355	4.34
27196	86.4752	49.8263	5.46
27204	86.4996	-32.3064	5.18
27243	86.6141	-46.5972	5.31
27249	86.6266	56.1156	5.93
27253	86.6455	1.1682	5.95
27265	86.6896	15.8225	6
27280	86.7172	9.5223	5.78
27288	86.7389	-14.8220	3.55
27316	86.8048	14.4883	5.72
27321	86.8212	-51.0665	3.85
27338	86.8592	17.7291	5.47
27364	86.9288	13.8996	5.28
27366	86.9391	-9.6696	2.07
27386	87.0010	6.4542	5.26
27435	87.1456	-4.0946	5.97
27468	87.2540	24.5675	4.88
27483	87.2935	39.1811	4.51
27511	87.3872	12.6513	4.89
27517	87.4023	-14.4837	5.49
27530	87.4569	-56.1667	4.5
27533	87.4729	-22.9719	5.87
27534	87.4730	-66.9012	5.1
27549	87.5112	9.8712	5.79
27560	87.5544	4.4234	5.96
27566	87.5699	-79.3614	5.46
27581	87.6204	14.3056	5.54
27588	87.6251	2.0247	5.97
27621	87.7218	-52.1089	5.16
27628	87.7400	-35.7683	3.12
27629	87.7421	27.9679	5.6
27639	87.7602	37.3056	4.72
27654	87.8304	-20.8791	3.76
27658	87.8416	-7.5180	5.36
27673	87.8725	39.1485	3.97
27713	88.0322	-9.0419	5.95
27737	88.0842	-57.1562	5.93
27743	88.0929	14.1718	5.6
27747	88.0975	19.8678	5.96
27750	88.1102	1.8551	4.76
27766	88.1383	-37.6311	5.62
27810	88.2787	-33.8014	4.88
27830	88.3319	27.6123	4.56
27890	88.5252	-63.0896	4.65
27913	88.5958	20.2762	4.39
27938	88.6818	-11.7742	5.62
27939	88.6835	0.9686	5.99
27947	88.7087	-52.6355	5.29
27949	88.7116	55.7069	4.96
27955	88.7187	-39.9579	5.55
27965	88.7362	19.7496	5.92
27971	88.7409	59.8884	5.2
27973	88.7458	31.7015	5.9
27989	88.7929	7.4071	0.45
28010	88.8747	-37.1207	4.97
28011	88.8757	-4.6165	5.87
28085	89.0595	-22.8400	5.95
28098	89.0873	-31.3824	5.52
28103	89.1012	-14.1677	3.71
28110	89.1168	9.5094	5.97
28139	89.2060	11.5211	5.89
28199	89.3842	-35.2833	4.36
28237	89.4986	25.9539	4.81
28271	89.6018	1.8371	5.89
28287	89.6564	-44.0346	5.81
28296	89.7065	0.5530	5.21
28302	89.7218	12.8083	5.7
28325	89.7680	-9.5583	5.04
28328	89.7867	-42.8151	3.96
28343	89.8407	49.9245	5.9
28358	89.8818	54.2847	3.72
28360	89.8822	44.9474	1.9
28380	89.9303	37.2126	2.65
28404	89.9837	45.9367	4.3
28413	90.0140	-3.0743	4.53
28484	90.2049	-51.2163	5.65
28499	90.2440	47.9019	5.71
28524	90.3179	-33.9118	5.54
28562	90.4294	48.9594	5.98
28574	90.4601	-10.5979	4.92
28614	90.5958	9.6473	4.12
28675	90.8150	-26.2845	5.03
28691	90.8640	19.6906	5.14
28716	90.9799	20.1385	4.64
28734	91.0301	23.2633	4.16
28744	91.0563	-6.7089	5.19
28756	91.0844	-32.1724	5.65
28790	91.1671	-45.0789	5.93
28812	91.2424	5.4200	5.67
28814	91.2432	4.1587	5.63
28816	91.2464	-16.4844	4.92
28823	91.2641	42.9816	5.9
28854	91.3626	-10.2426	5.88
28855	91.3632	-35.5136	5.8
28899	91.5231	-29.7586	5.79
28909	91.5391	-66.0396	5.72
28910	91.5388	-14.9353	4.67
28943	91.6337	-23.1108	5.46
28946	91.6462	38.4826	5.35
28949	91.6614	-4.1938	5.37
28984	91.7396	-21.8123	5.74
28991	91.7641	-62.1546	5.04
28992	91.7653	-34.3120	5.82
29034	91.8818	-37.2529	5
29038	91.8930	14.7685	4.42
29048	91.9235	-19.1659	5.28
29064	91.9702	-42.1540	5.5
29134	92.1844	-68.8434	5.06
29150	92.2411	-22.4274	5.49
29151	92.2413	2.4997	5.7
29196	92.3852	22.1903	5.93
29205	92.3939	-14.5846	5.56
29225	92.4333	23.1135	5.75
29234	92.4498	-22.7743	5.71
29246	92.4959	58.9357	5.35
29263	92.5433	-40.3538	5.54
29271	92.5603	-74.7530	5.08
29276	92.5746	-54.9686	4.72
29294	92.6445	-27.1543	5.72
29353	92.8124	-65.5894	5.01
29379	92.8846	24.4203	5.83
29388	92.9025	48.7110	5.78
29417	92.9659	-6.5503	5.06
29426	92.9850	14.2088	4.45
29433	93.0056	19.7905	5.76
29434	93.0137	16.1304	4.95
29451	93.0838	32.6934	5.78
29490	93.2128	65.7184	5.36
29575	93.4760	-3.7414	5.83
29616	93.6191	17.9064	5.86
29629	93.6529	-4.5685	5.83
29650	93.7120	19.1564	5.2
29651	93.7139	-6.2748	3.99
29655	93.7194	22.5068	3.31
29678	93.7853	13.8511	5.91
29679	93.7850	-20.2722	5.88
29692	93.8238	-18.4772	5.99
29696	93.8445	29.4981	4.32
29704	93.8547	16.1432	5.34
29711	93.8736	-4.9147	5.99
29716	93.8928	-0.5122	5.62
29730	93.9189	59.9990	5.37
29735	93.9370	-13.7184	5
29736	93.9374	12.5511	5.44
29771	94.0320	-16.6180	5.97
29800	94.1109	12.2722	5.04
29807	94.1381	-35.1405	4.37
29808	94.1483	-39.2644	6
29842	94.2551	-37.7374	5.54
29850	94.2776	9.9424	5.39
29852	94.2899	-37.2535	5.88
29860	94.3172	5.1001	5.7
29895	94.4238	-16.8159	5.15
29919	94.4784	61.5153	5.01
29941	94.5572	-19.9670	5.51
29996	94.7108	-9.3900	5.36
29997	94.7116	69.3198	4.76
30011	94.7457	-20.9256	5.79
30060	94.9058	59.0110	4.44
30069	94.9207	-34.3966	5.76
30073	94.9283	-7.8229	5.27
30093	94.9983	-2.9445	4.91
30099	95.0176	14.6511	5.67
30122	95.0783	-30.0634	3.02
30143	95.1510	-34.1441	5.55
30214	95.3530	-11.7732	5.48
30247	95.4422	53.4522	5.34
30277	95.5285	-33.4364	3.85
30318	95.6516	12.5702	6
30321	95.6595	-69.9840	5.56
30324	95.6749	-17.9559	1.98
30342	95.7326	-56.3700	5.6
30343	95.7401	22.5136	2.87
30419	95.9420	4.5929	4.39
30436	95.9830	-25.5776	5.61
30438	95.9880	-52.6957	-0.62
30444	96.0042	-36.7078	5.62
30457	96.0430	-11.5301	5.21
30463	96.0577	-60.2813	5.78
30520	96.2246	49.2879	4.92
30545	96.3189	-0.9459	5.88
30565	96.3693	-69.6903	5.37
30591	96.4319	-48.1769	5.76
30651	96.6077	56.2851	5.53
30666	96.6649	-1.5073	5.87
30679	96.7036	58.4174	5.21
30703	96.7672	-58.0021	5.82
30717	96.8073	0.2992	5.19
30720	96.8150	-0.2760	5.55
30728	96.8352	2.9083	5.55
30772	96.9899	-4.7622	5.06
30788	97.0425	-32.5801	4.47
30827	97.1420	30.4930	5.75
30836	97.1559	-17.4660	5.76
30840	97.1635	-32.3713	5.74
30867	97.2045	-7.0331	3.76
30883	97.2408	20.2121	4.13
30932	97.3687	-56.8528	5.2
30953	97.4544	-50.2391	5.28
30972	97.5124	46.6856	5.88
30986	97.5470	-10.0815	5.92
31037	97.6929	-27.7696	5.92
31039	97.6963	58.1626	5.86
31072	97.8046	-35.2588	5.82
31079	97.8263	-51.8260	5.58
31084	97.8460	-12.3920	5.16
31119	97.9512	11.5444	5.22
31121	97.9586	-8.1582	5.43
31125	97.9640	-23.4184	4.34
31137	97.9930	-58.7538	5.69
31159	98.0800	4.8560	5.88
31165	98.0891	-37.6967	5.25
31167	98.0964	-5.8688	5.6
31173	98.1133	32.4549	5.82
31190	98.1624	-32.0304	5.73
31216	98.2259	7.3330	4.47
31277	98.4007	14.1552	5.57
31278	98.4080	-1.2202	5.09
31299	98.4562	-36.2320	5.42
31362	98.6472	-32.7163	5.62
31407	98.7441	-52.9756	4.35
31416	98.7641	-22.9648	4.54
31434	98.8003	28.0223	5.26
31446	98.8159	0.8902	5.78
31448	98.8233	9.9883	5.93
31457	98.8509	-36.7799	5.59
31564	99.0952	-18.6599	5.71
31579	99.1368	38.4455	5.4
31583	99.1472	-5.2111	5.52
31592	99.1710	-19.2559	3.95
31599	99.1942	-13.3210	5.95
31637	99.3076	-36.9907	5.72
31665	99.4100	56.8575	5.87
31676	99.4224	61.4812	5.94
31681	99.4279	16.3993	1.93
31685	99.4403	-43.1959	3.17
31688	99.4484	-32.3397	5.25
31700	99.4726	-18.2375	4.42
31737	99.5959	28.9844	5.76
31765	99.6568	-48.2202	5.05
31771	99.6647	39.3909	5.7
31789	99.7049	39.9026	5.34
31827	99.8197	-14.1458	4.82
31832	99.8326	42.4889	4.8
31870	99.9278	-30.4705	5.7
31876	99.9488	12.9828	5.99
31897	100.0120	-80.8136	5.61
31940	100.1203	77.9958	5.75
31946	100.1344	71.7488	5.88
31978	100.2444	9.8958	4.66
31992	100.2727	0.4953	5.79
32064	100.4849	-9.1675	5.21
32104	100.6014	17.6453	5.2
32173	100.7707	44.5244	5.04
32226	100.9110	3.9325	5.88
32246	100.9830	25.1311	3.06
32249	100.9971	13.2280	4.49
32292	101.1186	-31.0705	5.23
32311	101.1894	28.9709	5.42
32349	101.2872	-16.7161	-1.44
32362	101.3224	12.8956	3.35
32366	101.3456	-31.7937	5.92
32385	101.3800	-30.9490	5.62
32402	101.4738	-52.4097	5.81
32411	101.4975	-14.7961	5.3
32438	101.5589	59.4417	4.86
32439	101.5590	79.5648	5.44
32463	101.6351	8.5872	5.92
32474	101.6626	-10.1074	5.66
32480	101.6847	43.5774	5.24
32489	101.7063	57.1692	5.34
32492	101.7129	-14.4260	5.28
32494	101.7195	-51.2657	5.39
32531	101.8280	-55.5400	5.6
32533	101.8326	8.0373	4.77
32537	101.8392	-37.9297	5.27
32558	101.9051	-8.9985	5.08
32562	101.9149	48.7895	5.22
32578	101.9652	2.4122	4.48
32607	102.0477	-61.9414	3.24
32609	102.0512	55.7042	5.54
32617	102.0794	-1.3189	5.75
32677	102.2406	-15.1447	5.39
32698	102.3184	-2.2720	5.75
32740	102.4221	32.6068	5.72
32753	102.4577	16.2029	5.87
32759	102.4602	-32.5085	3.5
32761	102.4638	-53.6224	4.41
32765	102.4776	-46.6146	5.14
32768	102.4840	-50.6146	2.94
32809	102.5907	-17.0846	5.77
32810	102.5973	-31.7061	5.74
32814	102.6062	13.4132	5.68
32844	102.6914	41.7812	4.99
32851	102.7076	-0.5409	5.78
32855	102.7181	-34.3673	4.99
32864	102.7379	67.5719	5.14
32912	102.8624	-70.9634	5.41
32921	102.8877	21.7611	5.28
32938	102.9268	-36.2303	5.94
32968	102.9999	23.6017	5.68
33018	103.1972	33.9613	3.6
33024	103.2061	8.3804	5.75
33048	103.2710	59.4485	5.34
33077	103.3284	-19.0328	5.65
33092	103.3871	-20.2243	4.82
33104	103.4260	68.8883	5.11
33152	103.5331	-24.1842	3.89
33160	103.5475	-12.0386	4.08
33184	103.6028	-1.1270	5.44
33202	103.6610	13.1778	4.73
33248	103.7614	-20.4049	5.8
33277	103.8278	25.3757	5.74
33302	103.9060	-20.1365	4.66
33316	103.9455	-22.9414	5.29
33345	104.0277	-14.0434	5
33347	104.0343	-17.0542	4.36
33357	104.0666	-48.7211	4.94
33372	104.1076	9.9566	5.9
33377	104.1336	46.2740	5.85
33384	104.1436	-79.4202	5.45
33415	104.2335	46.7054	5.88
33421	104.2522	33.6810	5.91
33449	104.3192	58.4228	4.35
33478	104.3913	-24.6308	5.45
33485	104.4046	45.0941	4.9
33558	104.6046	-34.1117	5.07
33575	104.6496	-25.4142	5.59
33579	104.6565	-28.9721	1.5
33603	104.7376	3.6024	5.96
33682	104.9606	-67.9164	5.18
33694	105.0168	76.9774	4.55
33715	105.0659	16.0790	5.73
33729	105.0990	-8.4068	5.95
33779	105.2145	-51.4026	5.14
33804	105.2748	-25.2156	5.64
33827	105.3392	70.8083	5.69
33856	105.4298	-27.9348	3.49
33878	105.4849	-5.7221	5.22
33914	105.5729	15.3360	5.78
33927	105.6033	24.2154	5.2
33929	105.6064	17.7555	5.96
33937	105.6387	16.6744	5.86
33971	105.7282	-4.2392	4.99
33977	105.7561	-23.8333	3.02
34000	105.8129	-59.1781	5.5
34002	105.8246	9.1384	5.96
34017	105.8769	29.3371	5.93
34033	105.9086	10.9518	5.14
34045	105.9396	-15.6333	4.11
34059	105.9734	-49.5839	4.92
34065	105.9888	-43.6080	5.56
34081	106.0116	-42.3373	5.2
34086	106.0219	-5.3240	5.63
34088	106.0272	20.5703	4.01
34105	106.0764	-56.7497	5.14
34182	106.3265	22.6375	6
34215	106.4126	9.1858	5.78
34267	106.5483	34.4740	5.55
34301	106.6699	-11.2940	5.41
34339	106.7795	-40.8933	5.8
34349	106.8054	-51.9683	5.96
34358	106.8433	34.0093	5.94
34360	106.8441	-23.8407	5.75
34387	106.9562	7.4712	5.74
34440	107.0918	15.9307	5.47
34444	107.0979	-26.3932	1.83
34473	107.1765	-70.4971	5.68
34481	107.1869	-70.4989	3.78
34495	107.2128	-39.6557	4.83
34561	107.3890	-16.2345	6
34579	107.4293	-25.2310	5.69
34622	107.5570	-4.2371	4.91
34624	107.5805	-27.4915	5.46
34670	107.6978	-48.9321	5.12
34693	107.7849	30.2452	4.41
34722	107.8461	26.8566	5.75
34724	107.8484	-0.3019	5.44
34752	107.9139	39.3205	4.91
34758	107.9234	-20.8831	5.84
34769	107.9661	-0.4928	4.15
34798	108.0509	-25.9426	5.91
34802	108.0659	-40.4988	5.3
34817	108.1076	-36.5444	5.94
34819	108.1099	24.1286	5.85
34834	108.1401	-46.7593	4.49
34888	108.2800	-11.2513	5.77
34899	108.3056	-45.1827	4.87
34909	108.3428	16.1590	5.07
34912	108.3475	51.4287	5.46
34914	108.3501	-22.6742	5.99
34922	108.3847	-44.6397	4.42
34975	108.5452	-3.9018	5.8
34981	108.5634	-26.3525	4.42
34982	108.5647	-9.9475	5.9
34987	108.5836	3.1114	5.36
35005	108.6359	12.1158	5.71
35020	108.6589	-48.2719	4.75
35025	108.6749	24.8850	5.84
35029	108.6917	-46.8497	5.72
35037	108.7027	-26.7727	4.01
35044	108.7132	-27.0380	5.58
35054	108.7381	-41.4264	5.95
35083	108.8378	-30.6864	5.36
35084	108.8384	-52.4992	5.96
35120	108.9143	7.9777	5.78
35127	108.9302	-10.5836	5.95
35136	108.9589	47.2400	5.54
35146	108.9788	59.6375	5.2
35152	108.9882	27.8974	5.75
35180	109.0606	-15.5857	5.46
35181	109.0645	-46.7745	5.64
35202	109.1327	-38.3189	5.81
35205	109.1458	-27.8812	4.66
35210	109.1535	-23.3156	4.83
35226	109.2059	-36.5926	5.03
35228	109.2076	-67.9572	3.97
35264	109.2857	-37.0975	2.71
35304	109.3905	52.1311	5.93
35341	109.5092	40.8834	5.87
35347	109.5177	-43.9868	5.86
35350	109.5232	16.5404	3.58
35363	109.5766	-36.7340	4.65
35384	109.6332	49.4648	5
35393	109.6396	-39.2103	5.24
35406	109.6591	-36.7427	5.11
35412	109.6682	-24.5587	4.88
35415	109.6770	-24.9544	4.37
35427	109.7136	-26.5859	5.29
35476	109.8432	2.7407	5.9
35487	109.8674	-16.3952	5.7
35509	109.9485	7.1429	5.91
35550	110.0307	21.9823	3.5
35564	110.0893	-52.3115	5.5
35589	110.1617	-52.0859	5.38
